UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL9,LEVEL10,LEVEL11,LEVEL12,LEVEL17,LEVEL18,LEVEL19,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO3,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,PCTPOST,CALSYS,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,XAPPFEEP,APPLFEEP,FT_UG,FT_FTUG,FT_GD,FT_FP,PT_UG,PT_FTUG,PT_GD,PT_FP,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4 
206622,0,1,0,0,0,0,4,-2,-2,30,1,0,1,0,1,1,1,1,1,0,0,0,-2,-2,-2,2,1,2,1,3,1,3,1,3,3,2,"R",2801,"R",3350,"R",2087,"R",2612,"R",423,"R",437,"R",0,"R",0,2,"R",581,"R",68,"R",684,"R",80,"R",500,"R",610,"R",500,"R",610,"R",500,"R",600,"R",23,"R",28,"R",21,"R",28,"R",21,"R",27,"B",.,"B",.,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,103,1,103,1,103,-2,1,"R",35,"R",35,"A",.,1,1,1,2,1,2,1,2,2,1,"R",1809,2,"A",.,"R",5100,"R",4170,"A",.,2,"R",423,"R",437,"R",860,"R",6151,"R",4699,"R",860,"R",0,1,0,0,1,0
206631,0,1,-2,0,0,0,2,-2,-2,-2,0,0,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,3,3,1,3,3,3,3,1,3,2,"R",215,"R",128,"R",114,"R",82,"R",96,"R",75,"R",18,"R",7,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,2,"A",.,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",114,"R",82,"R",196,"R",343,"R",196,"R",171,"R",25,2,0,0,0,0
206695,1,1,0,0,0,0,1,2,0,-2,0,1,1,0,1,1,1,0,-2,-2,-2,0,0,1,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,116,1,122,1,122,1,122,-2,1,"R",30,"R",30,"A",.,1,1,1,-2,1,1,1,-2,1,1,"R",1297,1,"R",19,"A",.,"A",.,"R",7090,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
206783,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",0,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
206817,0,1,0,0,0,0,4,-2,-2,52,0,0,1,0,1,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,1,1,1,3,3,1,1,1,3,2,"R",966,"R",964,"R",408,"R",366,"R",196,"R",115,"R",2,"R",3,2,"R",38,"R",20,"R",186,"R",71,"R",380,"R",460,"R",360,"R",467,"B",.,"B",.,"R",16,"R",20,"R",15,"R",20,"R",16,"R",19,"R",0,"R",0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,-2,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,353,1,353,1,353,1,353,-2,1,"R",25,"A",.,"B",.,1,1,2,-2,1,1,2,-2,2,1,"R",520,1,"R",10,"A",.,"A",.,"R",7000,1,"R",198,"R",118,"R",316,"R",1930,"R",774,"R",311,"R",5,1,0,0,1,0
206835,0,1,0,0,0,0,4,-2,-2,89,0,0,1,0,1,0,1,0,0,0,0,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,2,1,1,1,1,0,0,1,1,0,1,0,0,1,0,2,-2,1,310,1,310,1,310,-2,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,2,1,"R",325,2,"A",.,"R",3200,"R",2850,"A",.,1,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
206862,0,1,0,0,0,0,4,-2,-2,59,0,0,1,0,1,0,1,0,0,0,0,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,355,1,340,1,340,1,340,-2,1,"R",35,"R",25,"A",.,1,1,1,2,1,1,1,2,2,1,"R",964,1,"R",20,"R",2612,"R",3160,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,1,0
206880,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",75,"A",.,"A",.,1,1,-2,-2,1,2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
206905,1,1,-2,1,1,1,1,4,0,-2,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",20,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
206914,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,0,1,0,0,0,0,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,147,1,147,1,147,-2,1,"R",15,"R",15,"A",.,1,1,1,2,1,1,1,2,1,1,"R",720,1,"R",15,"R",4959,"R",2256,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,0,0,0
206923,1,1,-2,1,0,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,2,1,"R",344,2,"A",.,"R",1300,"R",1600,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
206932,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"A",.,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
206941,0,1,0,0,0,0,1,2,0,-2,0,0,0,1,1,0,1,0,-2,-2,-2,0,0,0,0,2,1,1,2,2,3,2,1,1,3,2,"R",2032,"R",2582,"R",1327,"R",1877,"R",729,"R",926,"R",179,"R",297,2,"R",0,"R",0,"R",1953,"R",92,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19,"R",23,"R",19,"R",24,"R",17,"R",23,"B",.,"B",.,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,147,1,147,1,147,1,147,-2,1,"R",25,"R",50,"A",.,1,1,1,-2,1,1,1,-2,1,1,"R",1725,1,"R",20,"R",4588,"R",2880,"A",.,2,"R",908,"R",1223,"R",2131,"R",4614,"R",3204,"R",1655,"R",476,1,1,0,0,0
206969,0,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",100,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
206996,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,0,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",311,1,"R",19,"R",3867,"R",2827,"A",.,1,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
207041,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,0,0,0,-2,-2,-2,2,1,1,1,3,3,3,1,1,3,2,"R",371,"R",421,"R",355,"R",406,"R",234,"R",280,"R",16,"R",25,2,"R",0,"R",0,"R",558,"R",100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18,"R",22,"R",17,"R",23,"R",16,"R",21,"B",.,"B",.,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,147,1,147,1,147,1,147,-2,1,"R",20,"R",0,"A",.,1,1,1,2,1,1,1,2,1,1,"R",1086,1,"R",20,"R",1600,"R",2480,"A",.,1,"R",250,"R",305,"R",555,"R",792,"R",761,"R",514,"R",41,1,1,0,0,0
207050,1,1,-2,0,0,0,1,2,8,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",10,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",480,2,"A",.,"R",1638,"R",3160,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
207069,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",25,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",172,2,"A",.,"R",4250,"R",2400,"A",.,1,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
207087,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",25,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
207102,0,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",100,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
207157,0,1,0,0,0,0,4,-2,-2,41,0,1,1,0,1,0,1,0,-2,-2,-2,0,0,0,0,2,1,2,1,3,3,3,1,1,3,2,"R",90,"R",102,"R",59,"R",64,"R",41,"R",29,"R",0,"R",0,2,"R",2,"R",3,"R",66,"R",94,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,"R",17,"R",23,"R",16,"R",23,"R",15,"R",21,"B",.,"B",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,0,0,0,1,1,0,0,0,0,1,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",20,"R",40,"A",.,1,1,1,-2,1,1,1,-2,2,1,"R",160,2,"A",.,"R",2100,"R",2600,"A",.,2,"R",41,"R",29,"R",70,"R",192,"R",123,"R",70,"R",0,1,0,0,1,0
207166,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",100,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
207209,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,0,1,0,1,0,0,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,355,1,353,2,-2,1,353,-2,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,1,1,"R",1495,1,"R",19,"A",.,"A",.,"R",7625,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
207236,1,1,-2,0,0,0,1,2,0,-2,0,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",212,1,"R",19,"R",2800,"R",2700,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
207254,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,1,1,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,2,3,1,3,3,3,2,1,1,2,"R",763,"R",81,"R",386,"R",33,"R",386,"R",33,"R",0,"R",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,5,"R",100,"A",.,"B",.,1,1,2,-2,2,2,2,-2,2,1,"R",308,3,"A",.,"R",3120,"A",.,"A",.,2,"R",386,"R",33,"R",419,"R",844,"R",419,"R",419,"R",0,2,0,0,0,0
207263,0,1,1,1,1,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,1,0,0,-2,-2,-2,2,1,1,1,1,3,3,1,1,3,2,"R",1005,"R",1339,"R",705,"R",940,"R",424,"R",534,"R",15,"R",26,2,"R",0,"R",0,"R",923,"R",92,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18,"R",23,"R",17,"R",23,"R",16,"R",21,"B",.,"B",.,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,147,1,147,1,147,2,-2,-2,1,"R",0,"R",0,"R",45,1,1,1,1,1,1,1,1,1,1,"R",2000,2,"A",.,"R",1992,"R",2792,"A",.,1,"R",439,"R",560,"R",999,"R",2344,"R",1645,"R",958,"R",41,1,1,0,0,0
207272,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",100,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
207281,1,1,-2,1,1,0,1,2,0,-2,0,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",25,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",526,2,"A",.,"R",1570,"R",2200,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
207290,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",650,1,"R",18,"R",1260,"R",2440,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
