UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO3,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,CALSYS,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,FT_UG,FT_FTUG,FT_GD,PT_UG,PT_FTUG,PT_GD,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DISAB,XDISABPC,DISABPCT,DISTNCED
206419,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,0,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",50,"A",.,1,1,-2,1,1,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
206428,1,0,-2,0,0,0,1,4,0,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,2,3,3,1,3,1,3,3,3,1,2,"R",3,"R",32,"R",1,"R",19,"R",1,"R",19,"R",0,"R",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,1,1,1,1,0,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",50,"A",.,1,1,-2,2,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",1,"R",19,"R",20,"R",35,"R",20,"R",20,"R",0,1,0,0,1,0,1,"A",.,2
206437,0,1,0,0,0,0,4,-2,-2,30,0,0,1,0,1,0,1,0,0,0,1,0,2,1,3,1,2,2,3,1,1,3,2,"R",621,"R",1029,"R",458,"R",811,"R",188,"R",324,"R",0,"R",0,2,"R",87,"R",17,"R",492,"R",96,"R",450,"R",550,"R",480,"R",580,"B",.,"B",.,"R",20,"R",24,"R",19,"R",24,"R",19,"R",24,"B",.,"B",.,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,144,1,144,1,144,1,144,1,"R",25,"R",25,1,1,1,1,1,1,2,1,"R",1060,2,"A",.,"R",5750,"R",4070,"A",.,2,"R",188,"R",324,"R",512,"R",1650,"R",1269,"R",512,"R",0,1,0,0,1,0,1,"A",.,2
206446,0,1,-2,0,0,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"R",0,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
206482,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,0,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,7,"R",100,"A",.,1,1,-2,1,1,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
206491,0,1,0,0,0,0,4,-2,-2,51,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,2,1,2,2,1,4,2,"R",400,"R",663,"R",350,"R",633,"R",41,"R",81,"R",0,"R",2,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,306,2,-2,2,-2,1,"R",25,"R",25,1,1,1,1,1,1,2,1,"R",580,1,"R",19,"R",3020,"R",2680,"A",.,1,"R",41,"R",83,"R",124,"R",1063,"R",983,"R",122,"R",2,1,0,0,1,0,1,"A",.,2
206507,0,1,0,0,0,0,4,-2,-2,65,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,2,1,3,1,1,3,2,"R",644,"R",970,"R",557,"R",900,"R",127,"R",165,"R",0,"R",0,2,"R",56,"R",19,"R",278,"R",95,"R",430,"R",530,"R",410,"R",540,"B",.,"B",.,"R",18,"R",23,"R",17,"R",23,"R",17,"R",24,"B",.,"B",.,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,191,1,191,1,191,1,191,1,"R",0,"R",0,1,1,1,1,2,1,2,1,"R",811,2,"A",.,"R",4140,"R",4730,"A",.,2,"R",127,"R",165,"R",292,"R",1614,"R",1457,"R",292,"R",0,2,0,0,0,0,1,"A",.,2
206516,0,1,0,0,0,0,4,-2,-2,79,0,0,0,0,0,0,1,0,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,3,"A",.,"R",30,2,2,1,2,2,1,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,-2,"A",.,2
206525,0,1,0,0,0,0,4,-2,-2,67,0,0,0,0,1,0,1,0,0,0,0,0,2,1,2,1,1,2,2,3,1,3,1,"R",1532,"R",1588,"R",1075,"R",1197,"R",255,"R",245,"R",0,"R",0,1,"R",170,"R",34,"R",313,"R",63,"R",510,"R",630,"R",510,"R",610,"B",.,"B",.,"R",22,"R",28,"R",21,"R",28,"R",22,"R",27,"B",.,"B",.,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,189,1,189,1,189,1,189,1,"R",40,"R",40,1,1,2,1,2,1,2,1,"R",1547,2,"A",.,"R",4826,"R",4468,"A",.,1,"R",255,"R",245,"R",500,"R",3120,"R",2272,"R",500,"R",0,1,0,0,1,0,2,"R",5,2
206589,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,3,2,"R",2250,"R",2643,"R",1300,"R",1668,"R",287,"R",284,"R",0,"R",0,2,"R",351,"R",62,"R",385,"R",67,"R",550,"R",670,"R",550,"R",660,"R",550,"R",650,"R",24,"R",30,"R",24,"R",31,"R",23,"R",28,"B",.,"B",.,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,189,1,189,1,189,1,189,1,"R",40,"A",.,1,1,2,1,1,2,2,1,"R",1971,2,"A",.,"R",4275,"R",5035,"A",.,1,"R",287,"R",284,"R",571,"R",4893,"R",2968,"R",571,"R",0,1,0,0,1,0,2,"R",5,2
206604,1,1,1,0,0,0,1,2,0,-2,0,0,1,0,1,0,1,1,0,1,1,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,2,-2,1,122,2,-2,2,-2,2,"R",30,"R",25,1,1,1,1,1,1,1,1,"R",2984,2,"A",.,"R",5661,"R",2850,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,2,"R",4,2
206613,1,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,0,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"R",40,"R",25,1,1,1,1,1,1,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,2,"R",4,2
206622,0,1,0,0,0,0,4,-2,-2,30,1,1,1,0,1,1,1,1,0,0,1,0,2,1,2,1,2,1,3,1,3,3,2,"R",4508,"R",5275,"R",3154,"R",3711,"R",509,"R",603,"R",4,"R",7,2,"R",604,"R",55,"R",907,"R",82,"R",480,"R",600,"R",500,"R",610,"R",470,"R",600,"R",22,"R",27,"R",22,"R",28,"R",22,"R",27,"B",.,"B",.,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,103,1,103,1,103,1,"R",35,"R",35,1,1,1,1,1,1,2,1,"R",2344,2,"A",.,"R",5600,"R",4530,"A",.,1,"R",513,"R",610,"R",1123,"R",9783,"R",6865,"R",1112,"R",11,1,0,0,1,0,2,"R",8,2
206631,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,2,3,3,1,3,3,3,3,1,3,2,"R",125,"R",89,"R",80,"R",37,"R",26,"R",18,"R",9,"R",2,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"B",.,"A",.,1,1,2,1,1,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",35,"R",20,"R",55,"R",214,"R",117,"R",44,"R",11,2,0,0,0,0,1,"A",.,2
206695,1,1,1,1,1,0,1,2,0,-2,0,1,1,0,1,1,1,0,0,1,1,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,123,1,122,1,122,1,122,1,"R",30,"R",30,1,1,1,1,1,1,1,1,"R",868,1,"R",19,"A",.,"A",.,"R",7900,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,2,"R",5,2
206783,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,1,0,0,0,0,0,0,-2,-2,-2,-2,0,-2,0,0,0,1,0,0,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",0,"A",.,1,1,-2,2,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
206817,0,1,0,0,0,0,4,-2,-2,52,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,1,3,3,1,1,1,3,2,"R",346,"R",238,"R",199,"R",107,"R",163,"R",70,"R",0,"R",0,2,"R",41,"R",18,"R",135,"R",58,"R",380,"R",487,"R",400,"R",490,"B",.,"B",.,"R",16,"R",20,"R",14,"R",19,"R",15,"R",19,"B",.,"B",.,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,-2,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,353,1,353,1,353,1,353,1,"R",25,"A",.,1,1,2,1,1,2,2,1,"R",520,1,"R",10,"A",.,"A",.,"R",8550,1,"R",163,"R",70,"R",233,"R",584,"R",306,"R",233,"R",0,1,0,0,1,0,1,"A",.,2
206835,0,1,0,0,0,0,4,-2,-2,89,0,0,1,0,1,0,1,0,0,0,0,0,2,1,1,1,2,3,3,1,1,3,2,"R",826,"R",1283,"R",492,"R",730,"R",71,"R",62,"R",0,"R",2,2,"R",17,"R",9,"R",128,"R",65,"R",500,"R",550,"R",400,"R",420,"R",340,"R",360,"R",18,"R",25,"R",17,"R",24,"R",17,"R",25,"B",.,"B",.,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,2,1,1,1,1,0,0,1,1,0,1,0,0,1,0,2,-2,1,310,1,310,1,310,1,"R",25,"R",50,1,1,1,1,1,1,2,1,"R",325,2,"A",.,"R",3634,"R",3240,"A",.,2,"R",71,"R",64,"R",135,"R",2109,"R",1222,"R",133,"R",2,1,0,0,1,0,1,"A",.,2
206862,0,1,0,0,0,0,4,-2,-2,59,0,0,1,0,1,0,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,355,1,340,1,340,1,340,1,"R",35,"R",0,1,1,1,1,1,1,2,1,"R",828,1,"R",20,"A",.,"A",.,"R",7600,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,1,0,1,"A",.,2
206880,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",75,"A",.,1,1,-2,1,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
206905,1,1,-2,1,1,1,1,4,0,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,1,1,1,1,0,0,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",0,"A",.,1,1,-2,1,1,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,2,"R",30,2
206914,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,0,1,1,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,147,1,147,1,147,1,"R",15,"R",15,1,1,1,1,1,1,1,1,"R",674,2,"A",.,"R",1458,"R",2296,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,0,1,0,1,"A",.,2
206923,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,2,1,"R",300,2,"A",.,"R",1650,"R",1930,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,1,"A",.,2
206932,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",0,"A",.,1,1,-2,1,1,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
206941,0,1,0,0,0,0,1,2,0,-2,0,0,1,1,1,0,1,0,0,0,0,0,2,1,2,2,2,3,2,1,1,3,2,"R",2039,"R",2703,"R",1631,"R",2161,"R",917,"R",1122,"R",118,"R",111,2,"R",0,"R",0,"R",2018,"R",89,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19,"R",24,"R",19,"R",25,"R",17,"R",24,"B",.,"B",.,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,322,1,322,1,322,1,322,1,"R",40,"R",50,1,1,1,1,1,1,1,1,"R",1697,1,"R",20,"R",3155,"R",3320,"A",.,2,"R",1035,"R",1233,"R",2268,"R",4742,"R",3792,"R",2039,"R",229,1,1,0,0,0,1,"A",.,2
206969,0,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",100,"A",.,1,1,-2,2,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
206996,1,1,-2,0,1,0,1,2,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,0,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,1,"R",350,1,"R",19,"R",4224,"R",3042,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
207041,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,3,3,3,1,1,3,2,"R",451,"R",495,"R",400,"R",469,"R",268,"R",311,"R",15,"R",28,2,"R",36,"R",6,"R",586,"R",94,"R",380,"R",480,"R",480,"R",620,"B",.,"B",.,"R",18,"R",23,"R",17,"R",24,"R",16,"R",22,"B",.,"B",.,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,367,1,367,1,367,1,367,1,"R",20,"R",0,1,1,1,1,1,1,1,1,"R",1086,1,"R",20,"R",1762,"R",2812,"A",.,2,"R",283,"R",339,"R",622,"R",946,"R",869,"R",579,"R",43,1,1,0,0,0,1,"A",.,2
207050,1,1,-2,0,0,0,1,2,8,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",10,"A",.,1,1,2,1,1,2,1,1,"R",393,1,"R",15,"R",1791,"R",3029,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,1,"A",.,2
207069,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",25,"A",.,1,1,2,1,1,2,1,1,"R",172,2,"A",.,"R",5724,"R",2400,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
207087,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",100,"A",.,1,1,-2,2,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
